original order,Case Number.1,Date,Month,Year,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N/U),Species,Injury,Investigator or Source,href
3020.0,1974.00.00.b,Summer 1974,nan,1974.0,Não Provocado,australia,Western Australia,Emu Channel,Spearfishing,M,,Não,"Bronze whaler shark, 4' ",8 to 10 puncture marks around knee,G. Tunbridge,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.00.00.b-Tunbridge.pdf
3019.0,1974.00.00.a,1974,nan,1974.0,Não Provocado,croatia,Primorje-Gorski Kotar County ,Preluka Harbour,Desconhecido,Desconhecido,,Sim,Desconhecido,FATAL,A. DeMaddalena,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.00.00.a-2Tourists.pdf
3018.0,1973.12.25,25-Dec-1973,Dez,1973.0,Não Provocado,mozambique,Gaza,Xai Xai,Spearfishing,M,41,Não,Desconhecido,"Right leg severed at knee, abrasion on left ankle","J. Bass; M Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.12.25-Weissig.pdf
3017.0,1973.12.21.b,21-Dec-1973,Dez,1973.0,Não Provocado,mozambique,Gaza,Xai Xai,Swimming ,M,20 ,Sim,Desconhecido,FATAL,Natal Witness Newspaper,http://sharkattackfile.net/spreadsheets/pdf_directory/1973.12.21-Reiner.pdf
3016.0,1973.12.19.R,Reported 18-Dec-1973,Dez,1973.0,Não Provocado,philippines,Luzon,,Swimming,M,19,Sim,Desconhecido,FATAL,"Washington Post, 12/19/1973",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.12.19.R-Arney.pdf
3015.0,1973.12.18,18-Dec-1973,Dez,1973.0,Não Provocado,usa,Hawaii,"Kalama Beach, Kihei, Maui",Swimming,M,,Não,Desconhecido,Leg bitten,"J. Borg, p.74; L. Taylor (1993), pp.102-103",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.12.18-Floyd.pdf
3014.0,1973.12.00,Dec-1973,Dez,1973.0,Não Provocado,mexico,Guerrero,Acapulco Bay,Swimming alongside yacht Mexico Fiesta,M,20s,Sim,Desconhecido,FATAL,"A.Resciniti, pp.107-108",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.12.00-MexicanFiesta.pdf
3013.0,1973.11.25,25-Nov-1973,Nov,1973.0,Não Provocado,australia,Western Australia,Swan River,Desconhecido,Desconhecido,,Não,Desconhecido,Survived,"J. Green, p.36",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.11.25-Copley.pdf
3012.0,1973.11.24,24-Nov-1973,Nov,1973.0,Não Provocado,usa,Florida,"Ormond By The Sea, Volusia County",Surfing,M,13,Não,Desconhecido,Foot bitten,"Daytona Beach Sunday News-Journal, 11/25/1973",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.11.24-Trout.pdf
3011.0,1973.11.03,03-Nov-1973,Nov,1973.0,Não Provocado,australia,Queensland,Gin Arm Creek,Desconhecido,M,,Não,Desconhecido,Knee lacerated,"R. McKenzie, Sunday Mail, 9/6/1987, p.11",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.11.03-SolomonIslander.pdf
3010.0,1973.09.29,29-Sep-1973,Set,1973.0,Desastre do Mar,south africa,KwaZulu-Natal,Mission Rocks,Being pulled to shore from wreck of 25-ton fishing vessel Alan S,M,,Sim,Desconhecido,"FATAL, thigh bitten ","Natal Mercury, 10/5/1973",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.09.29-AlanS.pdf
3009.0,1973.09.14,14-Sep-1973,Set,1973.0,Não Provocado,bahamas,Grand Bahama Island,"Memory Rock, 18 miles from NW end of the Island","Free diving, Spearfishing",M,11,Não,7' to 8' bull shark,Left hand & forearm lacerated,"M.Vorenberg, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.09.14-Schlusemeyer.pdf
3008.0,1973.09.10.R,Reported 10-Sep-1973,Set,1973.0,Não Provocado,hong kong,Mirs Bay ,,Freedom Swimming,M,20,Sim,Desconhecido,FATAL,"Charleston Daily Mail, 9/10/1973",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.09.10.R-Tsang.pdf
3007.0,1973.09.09,09-Sep-1973,Set,1973.0,Não Provocado,mexico,Baja California,Guadalupe Island,"Free diving, Spearfishing",M,37,Sim,White shark,"FATAL, leg bitten ","Washington Post, 9/12/1973; J. McCosker & R.N. Lea",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.09.09-Schneppershoff.pdf
3006.0,1973.09.00,Sep-1973,Set,1973.0,Não Provocado,egypt,Red Sea,Southern end of the Sinai Peninsula,Desconhecido,M,,Não,Tiger shark,Massive wound on right thigh with femur exposed, M Levy,http://sharkattackfile.net/spreadsheets/pdf_directory/1973.09.00-Soldier.pdf
3005.0,1973.08.27,27-Aug-1973,Ago,1973.0,Não Provocado,australia,Queensland,Palm Cove Beach,Desconhecido,Desconhecido,21,Desconhecido,Desconhecido,,"J. Green, p.36",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.08.27-Cole.pdf
3004.0,1973.08.25,25-Aug-1973,Ago,1973.0,Não Provocado,australia,Queensland,"Point Lookout, Stradbroke Island",Surfing,M,16,Não,12' shark,Right foot severed,"L.A. Times, 8/16/1973, p.B4; R. McKenzie, Sunday Mail, 9/6/1987, p.11; J. Green, p.36",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.08.25-Lawler.pdf
3003.0,1973.08.16,16-Aug-1973,Ago,1973.0,Não Provocado,usa,Virginia,False Cape,Crabbing (spearing crabs),M,17,Não,1.5 m to 1.8 m [5' to 6']  blacktip shark,Elbow bitten,"A. MacCormick, p.11, cites New Orleans Times-Picayune, 8/17/1983 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.08.16-DeFord.pdf
3002.0,1973.06.13,13-Jun-1973,Jun,1973.0,Não Provocado,hong kong,,,Freedom Swimming,M,,Não,Desconhecido,"One man was killed by a shark, the other was injured","The Age, 6/15/1973",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.06.13-HongKong.pdf
3001.0,1973.04.04,04-Apr-1973,Abr,1973.0,Não Provocado,mexico,Guerrero,"Revolcadero Beach, Acapulco",Wading,M,45,Sim,Desconhecido,"FATAL, multiple bites ","A.Resciniti, p.108",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.04.04-Nicolls.pdf
3000.0,1973.03.26,26-Mar-1973,Mar,1973.0,Não Provocado,australia,Queensland,Palm Island,Desconhecido,M,,Não,Desconhecido,Survived,"R. McKenzie, Sunday Mail, 9/6/1987, p.11",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.03.26-Baddock.pdf
2999.0,1973.03.05,05-Mar-1973,Mar,1973.0,Não Provocado,mozambique,Gaza,"Chongeone, Xai Xai",Spearfishing,M,28,Sim,Desconhecido,FATAL,"M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.03.05-Lamb.pdf
2998.0,1973.03.00,Mar-1973,Mar,1973.0,Não Provocado,south africa,KwaZulu-Natal,Scottburgh,Spearfishing,M,26,Não,"2 m shark, possibly a dusky or blacktip shark",Hip bruised,"D. Davies; K. Cole, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.03.00-Cole.pdf
2997.0,1973.02.27,27-Feb-1973,Fev,1973.0,Não Provocado,mexico,Guerrero,"Revolcadero Beach, Acapulco",Swimming,Desconhecido,57,Sim,Desconhecido,"FATAL, multiple bites ","Reno Gazette, 4/8/1973; A.Resciniti, pp.108-109",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.02.27-Ephraim.pdf
2996.0,1973.01.21,21-Jan-1973,Jan,1973.0,Provocado,south africa,KwaZulu-Natal,Durban,Fishing from paddleski,M,,Não,1 m shark,Hooked & gaffed shark bit his right elbow PROVOKED INCIDENT,"M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.01.21-Thackwray.pdf
2995.0,1973.01.09,09-Jan-1973,Jan,1973.0,Não Provocado,usa,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",Surfing,M,,Não,1.2 m to 1.8 m [4' to 6'] shark observed in area,Leg bitten,"J. Borg, p.74; L. Taylor (1993), pp.102-103",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.01.09-Sterling.pdf
2994.0,1973.00.00.c,1973,nan,1973.0,Não Provocado,palau,Aulong Island,Aulong Channel,Scuba diving (submerged),M,,Não,Tiger shark,"No injury, shark grabbed scuba tank and descended to 110' before releasing him ",M.P. Warner,http://sharkattackfile.net/spreadsheets/pdf_directory/1973.00.00.c-Warner.pdf
2993.0,1973.00.00.b,1973,nan,1973.0,Não Provocado,palau,Western Caroline Islands,,Scuba diving & U/W photography,M,,Não,Grey reef shark,Hand & right shoulder lacerated," National Geographic, January 1995, p.56-57",http://sharkattackfile.net/spreadsheets/pdf_directory/1973.00.00.b-Curstinger.pdf
2992.0,1973.00.00.a,1973,nan,1973.0,Não Provocado,south africa,Eastern Cape Province,Queensberry Bay,Surfing,M,13,Não,Desconhecido,"No injury, surboard flung into air & dented",G. Harmer,http://sharkattackfile.net/spreadsheets/pdf_directory/1973.00.00.a-Harmer.pdf
2991.0,1972.12.31,31-Dec-1972,Dez,1972.0,Não Provocado,south africa,Western Cape Province,Millers Point,Treading water,M,29,Não,Desconhecido,Lower left leg & foot bitten,"J. Bass & A. Heydorn; Cape Argus, 1/2/1973",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.12.31-Lubbe.pdf
2990.0,1972.12.26,26-Dec-1972,Dez,1972.0,Não Provocado,mozambique,Gaza,Xai Xai,Swimming,M,25,Não,2 m to 3 m shark,"Hip, leg, arm, hand & shoulder bitten",GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1972.12.26-Pfosse.pdf
2989.0,1972.12.25,25-Dec-1972,Dez,1972.0,Não Provocado,mexico,Guerrero,"Revolcadero Beach, Acapulco",Body surfing,M,17,Sim,Desconhecido,"FATAL, hand severed, right leg and torso bitten ","The Gleaner, 1/3/1973; A. Resciniti, p.109",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.12.25-Sockoff.pdf
2988.0,1972.12.24,24-Dec-1972,Dez,1972.0,Não Provocado,south africa,Western Cape Province,Hartenbos,Swimming,M,,Não,"White shark, > 3 m [10']","No injury, swim fin bitten","J. Bass, ORI; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.12.24-Brink.pdf
2987.0,1972.12.22,21-Dec-1972,Dez,1972.0,Não Provocado,australia,Queensland,Currumbin Rock,Desconhecido,M,,Não,Desconhecido,Hand bitten,"Canberra Times, 12/23/1972",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.12.22-Worman.pdf
2986.0,1972.12.08,08-Dec-1972,Dez,1972.0,Provocado,australia,New South Wales,"Marineland, Sydney",Desconhecido,Desconhecido,24,Não,Desconhecido,PROVOKED INCIDENT,"J. Green, p.36",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.12.08-Bartlett.pdf
2985.0,1972.12.01,01-Dec-1972,Dez,1972.0,Não Provocado,reunion,Saint-Philippe,Basse Vallée,Spearfishing,Desconhecido,,Sim,Desconhecido,FATAL,G. Van Grevelynghe,http://sharkattackfile.net/spreadsheets/pdf_directory/1972.12.01-Reunion.pdf
2984.0,1972.10.22,21-Oct-1972,Out,1972.0,Não Provocado,australia,Queensland,"Stevens Reef, 70 miles from Mackay",Spearfishing,M,24,Não,Desconhecido,Right arm bitten,"R. McKenzie, Sunday Mail, 9/6/1987, p.11",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.10.22-Hargreaves.pdf
2983.0,1972.10.21,21-Oct-1972,Out,1972.0,Não Provocado,australia,New South Wales,Tabourie Beach,Surfing,M,19,Não,"Bronze whaler shark, 10' ",Lacerations to thigh & buttocks,"The Age, 10/23/1972",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.10.21-Cooper.pdf
2982.0,1972.10.14.b,14-Oct-1972,Out,1972.0,Não Provocado,usa,US Virgin Islands,"St. Croix, Cane Bay",Scuba diving,M,,Sim,Oceanic whitetip shark x 2,"FATAL, body not recovered","H.D. Baldridge, pp.177 & 185",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.10.14.b-Temple.pdf
2981.0,1972.10.14.a,14-Oct-1972,Out,1972.0,Não Provocado,usa,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,Não,Desconhecido,Survived,"Daytona Beach Morning Journal, 10/18/1972",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.10.14.a-Hiles.pdf
2980.0,1972.10.10.R,Reported 10-Oct-1972,Out,1972.0,Não Provocado,new zealand,North Island,Wanganui,Swimming,M,17,Não,Desconhecido,"No injury, leg of jeans torn off","European Stars and Stripes, 10/10/1973 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.10.10.R-Kumara.pdf
2979.0,1972.09.09,09-Sep-1972,Set,1972.0,Não Provocado,usa,California,"Point Sur, Monterey County",Surfing,M,,Não,"White shark, 6 m [20'] ",Legs & board bitten,"D. Miller & R. Collier, R. Collier, pp. 52-53; J. McCosker &  R.N. Lea",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.09.09-Kretschmer_Collier.pdf
2978.0,1972.09.04,04-Sep-1972,Set,1972.0,Desconhecido,mozambique,Maputo Province,Inhaca Island,Swimming,F,20,Desconhecido,Questionable incident,Feet injured,"Daily News, 9/6/1972",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.09.04-Vladislavick.pdf
2977.0,1972.08.29,29-Aug-1972,Ago,1972.0,Não Provocado,usa,Florida,"Crescent Beach, St. Johns County",Surfing,M,15,Não,Desconhecido,Left calf bitten,"Ocala Star Banner, 8/30/1972",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.08.29-VanLeer.pdf
2976.0,1972.08.17,17-Aug-1972,Ago,1972.0,Não Provocado,usa,Hawaii,"Waimanu, Honoka'a, Hawai'i",Spearfishing,M,,Não,2.4 m [8'] shark,Forearm bitten,"J. Borg, p.74; L. Taylor (1993), pp.102-103",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.08.17-Fotherby.pdf
2975.0,1972.08.08,08-Aug-1972,Ago,1972.0,Não Provocado,australia,Tasmania,Tasman Island,Diving for abalone,M,45,Não,"White shark, 10'",Left foot bitten,"The Age, 8/10/1972; J. Green, p.36; C. Black, pp 151-153",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.08.08-Johnson.pdf
2974.0,1972.07.05,05-Jul-1972,Jul,1972.0,Desconhecido,usa,California,"Laguna Beach, Orange County",Diving,Desconhecido,,Desconhecido,Questionable incident,Sharks reportedly bit legs & fins ,Unconfirmed Report,http://sharkattackfile.net/spreadsheets/pdf_directory/1972.07.05-NV-California.pdf
2973.0,1972.06.26.b,Reported 26-Jun-1972,Jun,1972.0,Não Provocado,australia,Queensland,Pancake Creek,Desconhecido,M,,Sim,Desconhecido,FATAL,"Canberra Times, 6/26/1972",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.06.26.b-Murchison.pdf
2972.0,1972.06.26.a,Reported 26-Jun-1972,Jun,1972.0,Não Provocado,australia,Queensland,Pancake Creek,Desconhecido,M,,Sim,Desconhecido,FATAL,"Canberra Times, 6/26/1972",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.06.26.a-Kelly.pdf
2971.0,1972.06.10,10-Jun-1972,Jun,1972.0,Não Provocado,usa,Florida,"Cocoa Beach, Brevard County",Surfing,M,22,Não,4.5' shark,Buttocks bitten,P. Salick,http://sharkattackfile.net/spreadsheets/pdf_directory/1972.06.10-Salick.pdf
2970.0,1972.05.28,28-May-1972,Mai,1972.0,Não Provocado,usa,California,"Bird Rock, near Tomales Point, Marin County",Free diving for abalone,M,32,Não,"White shark, 4.4 m to 5 m [14.5' to 16.5'] ",Bitten on legs & buttock,"D. Miller & R. Collier, R. Collier, pp.48-50; Evening Tribune (San Diego) 7/17/1972; H.D. Baldridge, p.78; J. McCosker & R.N. Lea ",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.05.28-Himmrich_Collier.pdf
2969.0,1972.05.06,06-May-1972,Mai,1972.0,Não Provocado,french polynesia,Tuamotus,Ahé Atoll,Spearfishing,M,27,Não,1.5 m grey reef shark,Thigh bitten,"M. Fouques, et.al, pp. 318-319",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.05.06-BT.pdf
2968.0,1972.04.16,16-Apr-1972,Abr,1972.0,Não Provocado,western samoa,Upolu Island,Nuulua,Swimming,M,25,Sim,Thought to involve a tiger shark,FATAL,J. Gregory,http://sharkattackfile.net/spreadsheets/pdf_directory/1972.04.16-Banner.pdf
2967.0,1972.04.01.b,01-Apr-1972,Abr,1972.0,Não Provocado,australia,Queensland,Wellington Point,Desconhecido,F,,Não,Desconhecido,Left leg bitten,"R. McKenzie, Sunday Mail, 9/6/1987, p.11",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.04.01.b-Kuelsen.pdf
2966.0,1972.04.01.a,01-Apr-1972,Abr,1972.0,Não Provocado,mozambique,Gaza,Xai Xai,Swimming,M,19,Sim,Desconhecido,FATAL,Note: The Johannesburg Star initially recorded his name as Richard Wilson Gordon,http://sharkattackfile.net/spreadsheets/pdf_directory/1972.04.01.a-Wilson.pdf
2965.0,1972.03.21,21-Mar-1972,Mar,1972.0,Provocado,pacific ocean,,,Fishing,M,33,Não,Desconhecido,Arm bitten by hooked shark PROVOKED INCIDENT,NY Times 4/2/1972,http://sharkattackfile.net/spreadsheets/pdf_directory/1972.03.21-Fairfax.pdf
2964.0,1972.03.16,16-Mar-1972,Mar,1972.0,Não Provocado,usa,Hawaii,"Waihe'e, Wailuku, Maui",Spearfishing,M,,Não,Desconhecido,Leg bitten,"J. Borg, p.74; L. Taylor (1993), pp.102-103",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.03.16-Gomes.pdf
2963.0,1972.02.20,20-Feb-1972,Fev,1972.0,Não Provocado,australia,Victoria,"Wilson's Promontory, Waratah Bay",Surfing,M,18,Não,7' shark,Laceration above knee,"Sydney Morning Herald, 2/21/1972 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.02.20-Rogers.pdf
2962.0,1972.02.12,12-Feb-1972,Fev,1972.0,Não Provocado,australia,Tasmania,Elliot's Cove,Desconhecido,Desconhecido,,Não,Desconhecido,Survived,"C. Black, GSAF; J. Green, p.36",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.02.12-Trayling.pdf
2961.0,1972.01.01.c,01-Jan-1972,Jan,1972.0,Não Provocado,south africa,Eastern Cape Province,St. Georges Strand,Swimming,M,20,Sim,Desconhecido,"FATAL, coroner's Verdict: ""Death presumably through shark attack & drowning""","M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.01.01.c-Nkomo.pdf
2960.0,1972.01.01.b,01-Jan-1971,Jan,1972.0,Não Provocado,south africa,KwaZulu-Natal,Kosi Bay,Sitting in shallows,F,30,Não,Zambesi shark,Foot bitten,"J. Bass & G. Hughes; J. Pelser, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.01.01.b-Pelser.pdf
2959.0,1972.01.01.a,01-Jan-1971,Jan,1972.0,Não Provocado,mozambique,Gaza,Xai Xai,Standing,M,24,Não,"White shark, 2.5 m [8.25'] ","Leg severed at knee,  hand severed, arms, torso & buttock severely lacerated","J. Bass; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.01.01.a-Richard.pdf
2958.0,1972.00.00.b,1972,nan,1972.0,Não Provocado,france,Antibes,,Swimming,Desconhecido,,Não,White shark,Shoulder injured,C. Moore. GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1972.00.00.b-Antibes.pdf
2957.0,1972.00.00.a,1972,nan,1972.0,Não Provocado,marshall islands,Illeginni Atoll,,"Free diving, collecting shells",M,,Não,1.8 m [6'] grey reef shark,Right hand & torso lacerated,"G. Ambrose, pp.78-86",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.00.00.a-Titchenal.pdf
2956.0,1971.12.23,23-Dec-1971,Dez,1971.0,Não Provocado,australia,New South Wales,Smokey Cape,Desconhecido,Desconhecido,22,Não,Desconhecido,Survived,"J. Green, p.36",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.12.23-Byron.pdf
2955.0,1971.12.16,16-Dec-1971,Dez,1971.0,Não Provocado,south africa,Western Cape Province,"Fish Hoek, False Bay",Swimming,F,16,Não,"White shark, 3 m [10']rk",Right forearm bitten,"C. Teague,  M. Levine, GSAF; A. Heydorn, ORI; T. Wallett, p.40",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.12.16-Teague.pdf
2954.0,1971.12.05,05-Dec-1971,Dez,1971.0,Não Provocado,australia,Queensland,Gladstone,Desconhecido,M,20,Sim,Desconhecido,FATAL,"The Age, 12/9/1971",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.12.05-Carroll.pdf
2953.0,1971.11.27,Reported 25-Nov-1971,Nov,1971.0,Não Provocado,hong kong,Mirs Bay ,,Freedom Swimming,M,20,Não,Desconhecido,"Left leg severely bitten, surgically amputated","The Advocate, 11/25/1971; Post Crescent, 11/28/1971",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.11.27-Tracy.pdf
2952.0,1971.11.25.R,27-Oct-1971,Nov,1971.0,Provocado,australia,New South Wales,"Marineland, Sydney",Desconhecido,Desconhecido,20,Não,Desconhecido,PROVOKED INCIDENT,"J. Green, p.36",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.11.25.R-Chan.pdf
2951.0,1971.10.23,23-Oct-1971,Out,1971.0,Não Provocado,usa,Florida,"Ft. Pierce, St Lucie County",Surfing,M,18,Não,5' to 6' shark,"Right shoulder, arm & hand bitten","News Tribune, 10/25/1971 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.10.23-Milford.pdf
2950.0,1971.10.14,14-Oct-1971,Out,1971.0,Não Provocado,south africa,KwaZulu-Natal,"North Beach, Durban",Swimming,M,25,Não,1.5 m to 2 m shark,Wrist & hand lacerated,J. Bass,http://sharkattackfile.net/spreadsheets/pdf_directory/1971.10.14-Bayer.pdf
2949.0,1971.10.02,02-Oct-1971,Out,1971.0,Não Provocado,usa,California,"Sea Ranch, Sonoma County",Scuba diving,M,30,Não,"White shark, 5 m to 6 m [16.5' to 20']  ",Bitten on legs,"D. Miller & R. Collier; R. Collier, p. 48",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.10.02-Ward_Collier.pdf
2948.0,1971.09.25,25-Sep-1971,Set,1971.0,Não Provocado,usa,North Carolina,"Emerald Isle, Carteret County",Surfing,Desconhecido,17,Não,Desconhecido,Left foot injured,"F. Schwartz, p.23",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.09.25-Horner.pdf
2947.0,1971.09.07,07-Sep-1971,Set,1971.0,Não Provocado,croatia,Istria County,Ika,Swimming,M,34,Sim,White shark,FATAL,"R. Rocconi & C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.09.07-Klepa.pdf
2946.0,1971.09.05,05-Sep-1971,Set,1971.0,Não Provocado,australia,South Australia,Adelaide,Fishing,M,51,Sim,Desconhecido," FATAL. Shark bite was minor injury, but he suffered a heart attack afterwards and died 6 hours later","J. West, Adelaide Advertiser, 9/7/1971, p.10; P. Kemp, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.09.05-Harris.pdf
2945.0,1971.08.21,21-Aug-1971,Ago,1971.0,Provocado,australia,New South Wales,"Manly Marineland, Sydney",Scuba diving & feeding fish,M,26,Não,"Grey nurse shark, 11'",Eight puncture wounds to right leg by captive shark PROVOKED INCIDENT,"Sydney Morning Herald, 8/22/1971",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.08.21-Allman.pdf
2944.0,1971.07.26,26-Jul-1971,Jul,1971.0,Não Provocado,usa,Florida,"Daytona Beach, Volusia County",Wading,M,8,Não,Desconhecido,Laceration to left ankle,"Miami News, 7/27/1971",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.07.26-Prather.pdf
2943.0,1971.07.19,19-Jul-1971,Jul,1971.0,Não Provocado,usa,California,"Point Purisima, Santa Barbara County",Hookah diving (submerged),M,,Não,"White shark, 5.5 m to 6 m [18' to 20'] ","Major injuries to head, buttocks & back","D. Miller & R. Collier, R. Collier, pp.51-52; J. McCosker & R.N. Lea",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.07.19-Gray_Collier.pdf
2942.0,1971.06.30,30-Jun-1971,Jun,1971.0,Não Provocado,south africa,Western Cape Province,Mossel Bay,Surfing,M,21,Não,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board ",Leg & surfboard bitten,"G. Scheltema, M. Levine, GSAF; J. Bass, ORI",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.06.30-Scheltema.pdf
2941.0,1971.06.01,01-Jun-1971,Jun,1971.0,Não Provocado,british isles,South Devon,Beesands,Scuba diving,M,32,Não,3.6 m  porbeagle shark,"No injury, said to have been attacked by shark but drove it away with a lobster hook",J. Steel (1989),http://sharkattackfile.net/spreadsheets/pdf_directory/1971.06.01-Johnson.pdf
2940.0,1971.04.16R,Reported 16-Apr-1971,Abr,1971.0,Não Provocado,kenya,Coast Province,Watamu,Swimming,M,16,Não,"2 m [6'9""] shark",Right foot bitten,M. v. Schoor,http://sharkattackfile.net/spreadsheets/pdf_directory/1971.04.16-Watamu.pdf
2939.0,1971.04.11,11-Apr-1971,Abr,1971.0,Não Provocado,south africa,Western Cape Province,Buffels Bay,Swimming,M,>50,Sim,White shark according to tooth pattern and witnesses,"FATAL, multiple bites ","J. Wallace, ORI; M. Levine, GSAF; T. Wallett, pp.39-40",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.04.11-TheoKlein.pdf
2938.0,1971.04.06,6-Apr-1971,Abr,1971.0,Não Provocado,mexico,Guerrero,"Copacabana Beach, Acapulco",Surfing,M,19,Sim,Desconhecido,"FATAL, left thigh bitten ","A.Resciniti, p.109",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.04.06-Rowe.pdf
2937.0,1971.04.05.b,5-Apr-1971,Abr,1971.0,Não Provocado,venezuela,,,Desconhecido,M,14,Sim,Desconhecido,"FATAL, body not recovered",H.D. Baldridge (1994) SAF Case #1646,http://sharkattackfile.net/spreadsheets/pdf_directory/1971.04.05.b-NV-A-Mayora.pdf
2936.0,1971.04.05.a,5-Apr-1971,Abr,1971.0,Não Provocado,venezuela,,,Desconhecido,M,66,Sim,Desconhecido,"FATAL, body not recovered",H.D. Baldridge (1994) SAF Case #1646,http://sharkattackfile.net/spreadsheets/pdf_directory/1971.04.05.a-NV-T-Mayora.pdf
2935.0,1971.04.00,Late Apr-1971,Abr,1971.0,Desastre do Mar,mozambique,Between Beira & Maputo,,Wreck of the 1689-ton Portuguese  coaster Angoche,Desconhecido,,Sim,Desconhecido,"FATAL, it was  thought  the surviving crew  were taken by sharks","M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.04.00-Angoche.pdf
2934.0,1971.03.30,30-Mar-1971,Mar,1971.0,Não Provocado,new zealand,South Island,Dunedin,Surfing,M,16,Não,"White shark, 4.6 m [15'] ",Lacerations to left leg ,"B. Watkins, R. D. Weeks, GSAF ",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.03.30-Watkins.pdf
2933.0,1971.01.02,02-Jan-1971,Jan,1971.0,Não Provocado,australia,Tasmania,,Swimming,M,,Não,Desconhecido,Torso lacerated,"C. Black, GSAF; H.D. Baldridge (1994) SAF Case #1650",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.01.02-Painter.pdf
